"","participant","stim","resp","stim_language","slider.response","phoneme","frame"
"155","5e9fdd5effe6a51855448d1b","stim/f_schwa_g.wav","fought_eng","German","2","schwa","fricative"
"156","5e9fdd5effe6a51855448d1b","stim/fief_g.wav","feel_eng","German","3","i","fricative"
"157","5e9fdd5effe6a51855448d1b","stim/peuf_g.wav","fought_eng","German","2.979166667","y","bilabial"
"158","5e9fdd5effe6a51855448d1b","stim/p_schwa_g.wav","fought_eng","German","2.015625","schwa","bilabial"
"159","5e9fdd5effe6a51855448d1b","stim/fof_g.wav","fought_eng","German","4.015625","o","fricative"
"160","5e9fdd5effe6a51855448d1b","stim/feuf_g.wav","fought_eng","German","3.973958333","y","fricative"
"161","5ec2a21d6053200957b486f9","stim/fof_g.wav","fool_eng","German","2.005208333","o","fricative"
"162","5ec2a21d6053200957b486f9","stim/p_schwa_g.wav","fought_eng","German","2","schwa","bilabial"
"163","5ec2a21d6053200957b486f9","stim/f_schwa_g.wav","fought_eng","German","2","schwa","fricative"
"164","5ec2a21d6053200957b486f9","stim/feuf_g.wav","fool_eng","German","3.994791667","y","fricative"
"165","5ec2a21d6053200957b486f9","stim/fief_g.wav","feel_eng","German","4.447916667","i","fricative"
"166","5ec2a21d6053200957b486f9","stim/pief_g.wav","fin_span","German","4.015625","i","bilabial"
"167","5ec2a21d6053200957b486f9","stim/pof_g.wav","fought_eng","German","4.010416667","o","bilabial"
"168","5ec2a21d6053200957b486f9","stim/peuf_g.wav","fool_eng","German","4.010416667","y","bilabial"
"169","5ec2a21d6053200957b486f9","stim/fof_g.wav","fought_eng","German","4.635416667","o","fricative"
"170","5ec2a21d6053200957b486f9","stim/fief_g.wav","feel_eng","German","4.015625","i","fricative"
"171","5ec2a21d6053200957b486f9","stim/pof_g.wav","fought_eng","German","3.557291667","o","bilabial"
"172","5ec2a21d6053200957b486f9","stim/f_schwa_g.wav","fun_eng","German","2.020833333","schwa","fricative"
"173","5ec2a21d6053200957b486f9","stim/feuf_g.wav","fool_eng","German","3.859375","y","fricative"
"174","5ec2a21d6053200957b486f9","stim/p_schwa_g.wav","fought_eng","German","1.635416667","schwa","bilabial"
"175","5ec2a21d6053200957b486f9","stim/pief_g.wav","feel_eng","German","4.010416667","i","bilabial"
"176","5ec2a21d6053200957b486f9","stim/peuf_g.wav","fool_eng","German","4.078125","y","bilabial"
"177","5ec2a21d6053200957b486f9","stim/pief_g.wav","feel_eng","German","4.005208333","i","bilabial"
"178","5ec2a21d6053200957b486f9","stim/f_schwa_g.wav","fun_eng","German","1.984375","schwa","fricative"
"179","5ec2a21d6053200957b486f9","stim/p_schwa_g.wav","fought_eng","German","1.385416667","schwa","bilabial"
"180","5ec2a21d6053200957b486f9","stim/peuf_g.wav","fool_eng","German","4","y","bilabial"
"181","5ec2a21d6053200957b486f9","stim/fief_g.wav","feel_eng","German","4.416666667","i","fricative"
"182","5ec2a21d6053200957b486f9","stim/pof_g.wav","fought_eng","German","2.973958333","o","bilabial"
"183","5ec2a21d6053200957b486f9","stim/feuf_g.wav","fool_eng","German","4","y","fricative"
"184","5ec2a21d6053200957b486f9","stim/fof_g.wav","fought_eng","German","3.979166667","o","fricative"
"185","5ec2a21d6053200957b486f9","stim/f_schwa_g.wav","fun_eng","German","2.020833333","schwa","fricative"
"186","5ec2a21d6053200957b486f9","stim/peuf_g.wav","fool_eng","German","4.005208333","y","bilabial"
"187","5ec2a21d6053200957b486f9","stim/p_schwa_g.wav","fun_eng","German","2.005208333","schwa","bilabial"
"188","5ec2a21d6053200957b486f9","stim/pof_g.wav","fought_eng","German","3.994791667","o","bilabial"
"189","5ec2a21d6053200957b486f9","stim/fof_g.wav","fought_eng","German","4.395833333","o","fricative"
"190","5ec2a21d6053200957b486f9","stim/pief_g.wav","feel_eng","German","4","i","bilabial"
"191","5ec2a21d6053200957b486f9","stim/fief_g.wav","feel_eng","German","4.010416667","i","fricative"
"192","5ec2a21d6053200957b486f9","stim/feuf_g.wav","fool_eng","German","3","y","fricative"
"193","5ec2a21d6053200957b486f9","stim/p_schwa_g.wav","fun_eng","German","1.911458333","schwa","bilabial"
"194","5ec2a21d6053200957b486f9","stim/f_schwa_g.wav","fun_eng","German","1.932291667","schwa","fricative"
"195","5ec2a21d6053200957b486f9","stim/peuf_g.wav","fool_eng","German","3.989583333","y","bilabial"
"196","5ec2a21d6053200957b486f9","stim/pof_g.wav","fought_eng","German","4.015625","o","bilabial"
"197","5ec2a21d6053200957b486f9","stim/pief_g.wav","feel_eng","German","4.1875","i","bilabial"
"198","5ec2a21d6053200957b486f9","stim/fof_g.wav","fought_eng","German","3.989583333","o","fricative"
"199","5ec2a21d6053200957b486f9","stim/feuf_g.wav","fool_eng","German","3.989583333","y","fricative"
"200","5ec2a21d6053200957b486f9","stim/fief_g.wav","feel_eng","German","4.286458333","i","fricative"
"201","5eecf71ff9be240d72d2dddf","stim/feuf_g.wav","fool_eng","German","3.477777778","y","fricative"
"202","5eecf71ff9be240d72d2dddf","stim/peuf_g.wav","fool_eng","German","3.144444444","y","bilabial"
"203","5eecf71ff9be240d72d2dddf","stim/pof_g.wav","fought_eng","German","2.87037037","o","bilabial"
"204","5eecf71ff9be240d72d2dddf","stim/fief_g.wav","fin_span","German","3.985185185","i","fricative"
"205","5eecf71ff9be240d72d2dddf","stim/f_schwa_g.wav","fought_eng","German","3.066666667","schwa","fricative"
"206","5eecf71ff9be240d72d2dddf","stim/p_schwa_g.wav","fun_eng","German","3.159259259","schwa","bilabial"
"207","5eecf71ff9be240d72d2dddf","stim/pief_g.wav","feel_eng","German","3.359259259","i","bilabial"
"208","5eecf71ff9be240d72d2dddf","stim/fof_g.wav","fool_eng","German","3.837037037","o","fricative"
"209","5eecf71ff9be240d72d2dddf","stim/feuf_g.wav","su_span","German","3","y","fricative"
"210","5eecf71ff9be240d72d2dddf","stim/fief_g.wav","fin_span","German","3.155555556","i","fricative"
"211","5eecf71ff9be240d72d2dddf","stim/pief_g.wav","feel_eng","German","3.503703704","i","bilabial"
"212","5eecf71ff9be240d72d2dddf","stim/pof_g.wav","fun_eng","German","3.2","o","bilabial"
"213","5eecf71ff9be240d72d2dddf","stim/p_schwa_g.wav","fought_eng","German","2.859259259","schwa","bilabial"
"214","5eecf71ff9be240d72d2dddf","stim/f_schwa_g.wav","fun_eng","German","3.218518519","schwa","fricative"
"215","5eecf71ff9be240d72d2dddf","stim/peuf_g.wav","fool_eng","German","3.014814815","y","bilabial"
"216","5eecf71ff9be240d72d2dddf","stim/fof_g.wav","fool_eng","German","3.351851852","o","fricative"
"217","5eecf71ff9be240d72d2dddf","stim/fief_g.wav","fin_span","German","3.374074074","i","fricative"
"218","5eecf71ff9be240d72d2dddf","stim/fof_g.wav","fun_eng","German","3.603703704","o","fricative"
"219","5eecf71ff9be240d72d2dddf","stim/p_schwa_g.wav","fought_eng","German","3.774074074","schwa","bilabial"
"220","5eecf71ff9be240d72d2dddf","stim/pief_g.wav","feel_eng","German","3.022222222","i","bilabial"
"221","5eecf71ff9be240d72d2dddf","stim/pof_g.wav","fool_eng","German","3.307407407","o","bilabial"
"222","5eecf71ff9be240d72d2dddf","stim/feuf_g.wav","su_span","German","3","y","fricative"
"223","5eecf71ff9be240d72d2dddf","stim/f_schwa_g.wav","fought_eng","German","3.322222222","schwa","fricative"
"224","5eecf71ff9be240d72d2dddf","stim/peuf_g.wav","fun_eng","German","3.388888889","y","bilabial"
"225","5eecf71ff9be240d72d2dddf","stim/fof_g.wav","fool_eng","German","3.377777778","o","fricative"
"226","5eecf71ff9be240d72d2dddf","stim/peuf_g.wav","fool_eng","German","3.992592593","y","bilabial"
"227","5eecf71ff9be240d72d2dddf","stim/fief_g.wav","fin_span","German","2.937037037","i","fricative"
"228","5eecf71ff9be240d72d2dddf","stim/pief_g.wav","feel_eng","German","3.340740741","i","bilabial"
"229","5eecf71ff9be240d72d2dddf","stim/f_schwa_g.wav","fought_eng","German","3.533333333","schwa","fricative"
"230","5eecf71ff9be240d72d2dddf","stim/feuf_g.wav","fool_eng","German","3.47037037","y","fricative"
"231","5eecf71ff9be240d72d2dddf","stim/p_schwa_g.wav","fought_eng","German","3.333333333","schwa","bilabial"
"232","5eecf71ff9be240d72d2dddf","stim/pof_g.wav","fool_eng","German","3.5","o","bilabial"
"233","5eecf71ff9be240d72d2dddf","stim/pief_g.wav","feel_eng","German","3.848148148","i","bilabial"
"234","5eecf71ff9be240d72d2dddf","stim/peuf_g.wav","fool_eng","German","4.033333333","y","bilabial"
"235","5eecf71ff9be240d72d2dddf","stim/fof_g.wav","fought_eng","German","4.018518519","o","fricative"
"236","5eecf71ff9be240d72d2dddf","stim/pof_g.wav","fun_eng","German","3.122222222","o","bilabial"
"237","5eecf71ff9be240d72d2dddf","stim/feuf_g.wav","fool_eng","German","3.792592593","y","fricative"
"238","5eecf71ff9be240d72d2dddf","stim/fief_g.wav","feel_eng","German","3.940740741","i","fricative"
"239","5eecf71ff9be240d72d2dddf","stim/p_schwa_g.wav","fought_eng","German","3.333333333","schwa","bilabial"
"240","5eecf71ff9be240d72d2dddf","stim/f_schwa_g.wav","fun_eng","German","2.933333333","schwa","fricative"
"241","5f2f5ffc7144073520501a57","stim/peuf_g.wav","feel_eng","German","2.973958333","y","bilabial"
"242","5f2f5ffc7144073520501a57","stim/fof_g.wav","fought_eng","German","3.973958333","o","fricative"
"243","5f2f5ffc7144073520501a57","stim/feuf_g.wav","feel_eng","German","3","y","fricative"
"244","5f2f5ffc7144073520501a57","stim/f_schwa_g.wav","fought_eng","German","3.994791667","schwa","fricative"
"245","5f2f5ffc7144073520501a57","stim/p_schwa_g.wav","fought_eng","German","1.020833333","schwa","bilabial"
"246","5f2f5ffc7144073520501a57","stim/fief_g.wav","feel_eng","German","2.072916667","i","fricative"
"247","5f2f5ffc7144073520501a57","stim/pief_g.wav","feel_eng","German","1.010416667","i","bilabial"
"248","5f2f5ffc7144073520501a57","stim/pof_g.wav","fool_eng","German","3.989583333","o","bilabial"
"249","5f2f5ffc7144073520501a57","stim/p_schwa_g.wav","fought_eng","German","1.979166667","schwa","bilabial"
"250","5f2f5ffc7144073520501a57","stim/fief_g.wav","feel_eng","German","2.958333333","i","fricative"
"251","5f2f5ffc7144073520501a57","stim/feuf_g.wav","feel_eng","German","1.953125","y","fricative"
"252","5f2f5ffc7144073520501a57","stim/peuf_g.wav","feel_eng","German","1.989583333","y","bilabial"
"253","5f2f5ffc7144073520501a57","stim/pof_g.wav","fool_eng","German","1.963541667","o","bilabial"
"254","5f2f5ffc7144073520501a57","stim/fof_g.wav","fought_eng","German","1.020833333","o","fricative"
"255","5f2f5ffc7144073520501a57","stim/pief_g.wav","feel_eng","German","3.010416667","i","bilabial"
"256","5f2f5ffc7144073520501a57","stim/f_schwa_g.wav","fought_eng","German","3.005208333","schwa","fricative"
"257","5f2f5ffc7144073520501a57","stim/p_schwa_g.wav","son_span","German","3.036458333","schwa","bilabial"
"258","5f2f5ffc7144073520501a57","stim/f_schwa_g.wav","son_span","German","3.005208333","schwa","fricative"
"259","5f2f5ffc7144073520501a57","stim/peuf_g.wav","fin_span","German","1.96875","y","bilabial"
"260","5f2f5ffc7144073520501a57","stim/fof_g.wav","fool_eng","German","4.026041667","o","fricative"
"261","5f2f5ffc7144073520501a57","stim/pof_g.wav","fool_eng","German","4.010416667","o","bilabial"
"262","5f2f5ffc7144073520501a57","stim/fief_g.wav","feel_eng","German","3.057291667","i","fricative"
