"","participant","stim","resp","stim_language","slider.response","phoneme","frame"
"111","5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fun_eng","German",4.037037037,"schwa","fricative"
"112","5a5479b4ac56240001537ffa","stim/feuf_g.wav","fool_eng","German",3.996296353,"y","fricative"
"113","5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","fun_eng","German",1.962962963,"schwa","bilabial"
"114","5a5479b4ac56240001537ffa","stim/pof_g.wav","fool_eng","German",2.996296353,"o","bilabial"
"115","5a5479b4ac56240001537ffa","stim/fief_g.wav","feel_eng","German",3.974074187,"i","fricative"
"116","5a5479b4ac56240001537ffa","stim/pief_g.wav","feel_eng","German",3.962962963,"i","bilabial"
"117","5a5479b4ac56240001537ffa","stim/feuf_g.wav","fool_eng","German",3.996296353,"y","fricative"
"118","5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fun_eng","German",1.977777834,"schwa","fricative"
"119","5a5479b4ac56240001537ffa","stim/fof_g.wav","fool_eng","German",3.981481481,"o","fricative"
"120","5a5479b4ac56240001537ffa","stim/peuf_g.wav","fool_eng","German",2.962962963,"y","bilabial"
"121","5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","su_span","German",3.329629686,"schwa","bilabial"
"122","5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fool_eng","German",3.87037037,"schwa","fricative"
"123","5a5479b4ac56240001537ffa","stim/pof_g.wav","fun_eng","German",3.988889058,"o","bilabial"
"124","5a5479b4ac56240001537ffa","stim/fof_g.wav","fought_eng","German",3.992592706,"o","fricative"
"125","5a5479b4ac56240001537ffa","stim/fof_g.wav","fun_eng","German",3.62962963,"o","fricative"
"126","5a5479b4ac56240001537ffa","stim/pof_g.wav","fought_eng","German",2.977777834,"o","bilabial"
"127","5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","fool_eng","German",2.47037054,"schwa","bilabial"
"128","5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fool_eng","German",3.592592593,"schwa","fricative"
"129","5a5479b4ac56240001537ffa","stim/fof_g.wav","fun_eng","German",2.622222335,"o","fricative"
"130","5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fool_eng","German",3.692592762,"schwa","fricative"
"131","5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","fool_eng","German",3.429629573,"schwa","bilabial"
"132","5a5479b4ac56240001537ffa","stim/pof_g.wav","fought_eng","German",2.981481481,"o","bilabial"
"133","5bcc60b95c2b810001dc68e2","stim/feuf_g.wav","su_span","German",4.013333333,"y","fricative"
"134","5bcc60b95c2b810001dc68e2","stim/pof_g.wav","fool_eng","German",4,"o","bilabial"
"135","5bcc60b95c2b810001dc68e2","stim/p_schwa_g.wav","fun_eng","German",1.964444444,"schwa","bilabial"
"136","5bcc60b95c2b810001dc68e2","stim/f_schwa_g.wav","fun_eng","German",1.995555556,"schwa","fricative"
"137","5bcc60b95c2b810001dc68e2","stim/fief_g.wav","feel_eng","German",3.986666667,"i","fricative"
"138","5bcc60b95c2b810001dc68e2","stim/peuf_g.wav","fool_eng","German",3.991111111,"y","bilabial"
"139","5bcc60b95c2b810001dc68e2","stim/pief_g.wav","feel_eng","German",3.004444444,"i","bilabial"
"140","5bcc60b95c2b810001dc68e2","stim/fof_g.wav","fool_eng","German",3.004444444,"o","fricative"
"141","5bcc60b95c2b810001dc68e2","stim/peuf_g.wav","fool_eng","German",3.004444444,"y","bilabial"
"142","5bcc60b95c2b810001dc68e2","stim/pief_g.wav","feel_eng","German",3.004444444,"i","bilabial"
"143","5bcc60b95c2b810001dc68e2","stim/feuf_g.wav","fool_eng","German",3.004444444,"y","fricative"
"144","5bcc60b95c2b810001dc68e2","stim/pof_g.wav","fool_eng","German",3.004444444,"o","bilabial"
"145","5bcc60b95c2b810001dc68e2","stim/f_schwa_g.wav","fun_eng","German",2.484444444,"schwa","fricative"
"146","5bcc60b95c2b810001dc68e2","stim/p_schwa_g.wav","fun_eng","German",2.386666667,"schwa","bilabial"
"147","5bcc60b95c2b810001dc68e2","stim/fof_g.wav","fool_eng","German",2.964444444,"o","fricative"
"148","5bcc60b95c2b810001dc68e2","stim/fief_g.wav","feel_eng","German",2.96,"i","fricative"
"149","5bcc60b95c2b810001dc68e2","stim/pof_g.wav","fool_eng","German",3.151111111,"o","bilabial"
"150","5bcc60b95c2b810001dc68e2","stim/pief_g.wav","feel_eng","German",2.377777778,"i","bilabial"
"151","5bcc60b95c2b810001dc68e2","stim/fof_g.wav","fool_eng","German",2.737777778,"o","fricative"
"152","5bcc60b95c2b810001dc68e2","stim/feuf_g.wav","fool_eng","German",2.742222222,"y","fricative"
"153","5bcc60b95c2b810001dc68e2","stim/peuf_g.wav","fool_eng","German",2.742222222,"y","bilabial"
"154","5bcc60b95c2b810001dc68e2","stim/fief_g.wav","feel_eng","German",2.742222222,"i","fricative"
"155","5bcc60b95c2b810001dc68e2","stim/p_schwa_g.wav","fun_eng","German",3,"schwa","bilabial"
"156","5bcc60b95c2b810001dc68e2","stim/f_schwa_g.wav","fun_eng","German",3,"schwa","fricative"
"157","5bcc60b95c2b810001dc68e2","stim/pief_g.wav","feel_eng","German",3,"i","bilabial"
"158","5bcc60b95c2b810001dc68e2","stim/peuf_g.wav","fool_eng","German",3,"y","bilabial"
"159","5bcc60b95c2b810001dc68e2","stim/fof_g.wav","fool_eng","German",3,"o","fricative"
"160","5bcc60b95c2b810001dc68e2","stim/f_schwa_g.wav","fun_eng","German",3,"schwa","fricative"
"161","5bcc60b95c2b810001dc68e2","stim/p_schwa_g.wav","fun_eng","German",3,"schwa","bilabial"
"162","5bcc60b95c2b810001dc68e2","stim/fief_g.wav","feel_eng","German",3.311111111,"i","fricative"
"163","5bcc60b95c2b810001dc68e2","stim/feuf_g.wav","fool_eng","German",3.008888889,"y","fricative"
"164","5bcc60b95c2b810001dc68e2","stim/pof_g.wav","fool_eng","German",3.022222222,"o","bilabial"
"165","5bcc60b95c2b810001dc68e2","stim/peuf_g.wav","fool_eng","German",3.022222222,"y","bilabial"
"166","5bcc60b95c2b810001dc68e2","stim/pof_g.wav","fool_eng","German",3.022222222,"o","bilabial"
"167","5bcc60b95c2b810001dc68e2","stim/pief_g.wav","feel_eng","German",3.022222222,"i","bilabial"
"168","5bcc60b95c2b810001dc68e2","stim/feuf_g.wav","fool_eng","German",3.186666667,"y","fricative"
"169","5bcc60b95c2b810001dc68e2","stim/p_schwa_g.wav","fun_eng","German",2.666666667,"schwa","bilabial"
"170","5bcc60b95c2b810001dc68e2","stim/fief_g.wav","feel_eng","German",3.017777778,"i","fricative"
"171","5bcc60b95c2b810001dc68e2","stim/f_schwa_g.wav","fun_eng","German",3.017777778,"schwa","fricative"
"172","5bcc60b95c2b810001dc68e2","stim/fof_g.wav","fool_eng","German",3.017777778,"o","fricative"
"173","5bebd4111296920001d55c5a","stim/f_schwa_g.wav","fought_eng","German",4,"schwa","fricative"
"174","5bebd4111296920001d55c5a","stim/pof_g.wav","fool_eng","German",4,"o","bilabial"
"175","5bebd4111296920001d55c5a","stim/feuf_g.wav","su_span","German",3.995,"y","fricative"
"176","5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fun_eng","German",3.995,"schwa","bilabial"
"177","5bebd4111296920001d55c5a","stim/fief_g.wav","feel_eng","German",3.4,"i","fricative"
"178","5bebd4111296920001d55c5a","stim/fof_g.wav","fool_eng","German",3.44,"o","fricative"
"179","5bebd4111296920001d55c5a","stim/pief_g.wav","fin_span","German",3.975,"i","bilabial"
"180","5bebd4111296920001d55c5a","stim/peuf_g.wav","su_span","German",2.975,"y","bilabial"
"181","5bebd4111296920001d55c5a","stim/pief_g.wav","fin_span","German",2.975,"i","bilabial"
"182","5bebd4111296920001d55c5a","stim/f_schwa_g.wav","fought_eng","German",3.03,"schwa","fricative"
"183","5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fun_eng","German",3.965,"schwa","bilabial"
"184","5bebd4111296920001d55c5a","stim/peuf_g.wav","fool_eng","German",3.965,"y","bilabial"
"185","5bebd4111296920001d55c5a","stim/feuf_g.wav","su_span","German",3.965,"y","fricative"
"186","5bebd4111296920001d55c5a","stim/pof_g.wav","fought_eng","German",3.965,"o","bilabial"
"187","5bebd4111296920001d55c5a","stim/fof_g.wav","fought_eng","German",3.05,"o","fricative"
"188","5bebd4111296920001d55c5a","stim/fief_g.wav","fin_span","German",4.08,"i","fricative"
"189","5bebd4111296920001d55c5a","stim/pief_g.wav","feel_eng","German",3.95,"i","bilabial"
"190","5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fought_eng","German",3.965,"schwa","bilabial"
"191","5bebd4111296920001d55c5a","stim/feuf_g.wav","fool_eng","German",2.99,"y","fricative"
"192","5bebd4111296920001d55c5a","stim/fof_g.wav","fought_eng","German",3.99,"o","fricative"
"193","5bebd4111296920001d55c5a","stim/peuf_g.wav","su_span","German",3.99,"y","bilabial"
"194","5bebd4111296920001d55c5a","stim/pof_g.wav","fought_eng","German",3.015,"o","bilabial"
"195","5bebd4111296920001d55c5a","stim/fief_g.wav","fin_span","German",4.03,"i","fricative"
"196","5bebd4111296920001d55c5a","stim/f_schwa_g.wav","fought_eng","German",4.03,"schwa","fricative"
"197","5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fool_eng","German",1.96,"schwa","bilabial"
"198","5bebd4111296920001d55c5a","stim/feuf_g.wav","fool_eng","German",3,"y","fricative"
"199","5bebd4111296920001d55c5a","stim/pof_g.wav","fought_eng","German",2.07,"o","bilabial"
"200","5bebd4111296920001d55c5a","stim/fief_g.wav","fin_span","German",4.065,"i","fricative"
"201","5bebd4111296920001d55c5a","stim/pief_g.wav","fin_span","German",3.005,"i","bilabial"
"202","5bebd4111296920001d55c5a","stim/f_schwa_g.wav","fool_eng","German",3.005,"schwa","fricative"
"203","5bebd4111296920001d55c5a","stim/fof_g.wav","fought_eng","German",2.99,"o","fricative"
"204","5bebd4111296920001d55c5a","stim/peuf_g.wav","su_span","German",3.985,"y","bilabial"
"205","5bebd4111296920001d55c5a","stim/feuf_g.wav","fought_eng","German",3.015,"y","fricative"
"206","5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fought_eng","German",4.04,"schwa","bilabial"
"207","5bebd4111296920001d55c5a","stim/fief_g.wav","feel_eng","German",3.005,"i","fricative"
"208","5bebd4111296920001d55c5a","stim/f_schwa_g.wav","su_span","German",2.975,"schwa","fricative"
"209","5bebd4111296920001d55c5a","stim/pof_g.wav","fought_eng","German",2.975,"o","bilabial"
"210","5bebd4111296920001d55c5a","stim/pief_g.wav","fin_span","German",4.04,"i","bilabial"
"211","5bebd4111296920001d55c5a","stim/peuf_g.wav","su_span","German",3.99,"y","bilabial"
"212","5bebd4111296920001d55c5a","stim/fof_g.wav","fool_eng","German",3.99,"o","fricative"
"213","5bebd4111296920001d55c5a","stim/fof_g.wav","su_span","German",2.99,"o","fricative"
"214","5bebd4111296920001d55c5a","stim/f_schwa_g.wav","su_span","German",4.005,"schwa","fricative"
"215","5bebd4111296920001d55c5a","stim/pof_g.wav","fun_eng","German",4.025,"o","bilabial"
"216","5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fool_eng","German",3.985,"schwa","bilabial"
"217","5bebd4111296920001d55c5a","stim/fof_g.wav","fought_eng","German",3,"o","fricative"
"218","5bebd4111296920001d55c5a","stim/f_schwa_g.wav","fought_eng","German",2.985,"schwa","fricative"
"219","5bebd4111296920001d55c5a","stim/p_schwa_g.wav","su_span","German",2.99,"schwa","bilabial"
"220","5bebd4111296920001d55c5a","stim/pof_g.wav","fun_eng","German",2.015,"o","bilabial"
"221","5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fought_eng","German",1.98,"schwa","bilabial"
"222","5bebd4111296920001d55c5a","stim/fof_g.wav","fun_eng","German",4.015,"o","fricative"
"223","5bebd4111296920001d55c5a","stim/pof_g.wav","fought_eng","German",4,"o","bilabial"
"224","5bebd4111296920001d55c5a","stim/f_schwa_g.wav","su_span","German",2.935,"schwa","fricative"
"225","5c2fae74d76cde0001c11590","stim/fief_g.wav","feel_eng","German",3.706135785,"i","fricative"
"226","5c2fae74d76cde0001c11590","stim/pof_g.wav","fought_eng","German",3.909478082,"o","bilabial"
"227","5c2fae74d76cde0001c11590","stim/pief_g.wav","feel_eng","German",3.8914826,"i","bilabial"
"228","5c2fae74d76cde0001c11590","stim/feuf_g.wav","fool_eng","German",4.049546984,"y","fricative"
"229","5c2fae74d76cde0001c11590","stim/peuf_g.wav","su_span","German",3.974383319,"y","bilabial"
"230","5c2fae74d76cde0001c11590","stim/fof_g.wav","fool_eng","German",4.399425365,"o","fricative"
"231","5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fun_eng","German",4.448323003,"schwa","bilabial"
"232","5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fun_eng","German",4.401693273,"schwa","fricative"
"233","5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fun_eng","German",4.428628992,"schwa","fricative"
"234","5c2fae74d76cde0001c11590","stim/pof_g.wav","su_span","German",4.356887817,"o","bilabial"
"235","5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fun_eng","German",4.289330942,"schwa","bilabial"
"236","5c2fae74d76cde0001c11590","stim/fief_g.wav","feel_eng","German",4.324921785,"i","fricative"
"237","5c2fae74d76cde0001c11590","stim/peuf_g.wav","su_span","German",3.682534112,"y","bilabial"
"238","5c2fae74d76cde0001c11590","stim/pief_g.wav","feel_eng","German",4.074226379,"i","bilabial"
"239","5c2fae74d76cde0001c11590","stim/feuf_g.wav","fool_eng","German",4.158836082,"y","fricative"
"240","5c2fae74d76cde0001c11590","stim/fof_g.wav","fool_eng","German",4.50775316,"o","fricative"
"241","5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fun_eng","German",2.611014472,"schwa","bilabial"
"242","5c2fae74d76cde0001c11590","stim/feuf_g.wav","fool_eng","German",3.148812471,"y","fricative"
"243","5c2fae74d76cde0001c11590","stim/fof_g.wav","fool_eng","German",4.127034223,"o","fricative"
"244","5c2fae74d76cde0001c11590","stim/fief_g.wav","fin_span","German",3.306884766,"i","fricative"
"245","5c2fae74d76cde0001c11590","stim/pief_g.wav","feel_eng","German",3.798926177,"i","bilabial"
"246","5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fun_eng","German",3.674723025,"schwa","fricative"
"247","5c2fae74d76cde0001c11590","stim/pof_g.wav","fool_eng","German",3.791572571,"o","bilabial"
"248","5c2fae74d76cde0001c11590","stim/peuf_g.wav","su_span","German",3.809105485,"y","bilabial"
"249","5c2fae74d76cde0001c11590","stim/pief_g.wav","feel_eng","German",4.058657611,"i","bilabial"
"250","5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fun_eng","German",3.993744744,"schwa","bilabial"
"251","5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fun_eng","German",3.978333085,"schwa","fricative"
"252","5c2fae74d76cde0001c11590","stim/feuf_g.wav","su_span","German",3.656542178,"y","fricative"
"253","5c2fae74d76cde0001c11590","stim/pof_g.wav","fought_eng","German",2.877008226,"o","bilabial"
"254","5c2fae74d76cde0001c11590","stim/fief_g.wav","feel_eng","German",3.971404747,"i","fricative"
"255","5c2fae74d76cde0001c11590","stim/peuf_g.wav","su_span","German",4.000350952,"y","bilabial"
"256","5c2fae74d76cde0001c11590","stim/fof_g.wav","fool_eng","German",4.597811098,"o","fricative"
"257","5c2fae74d76cde0001c11590","stim/pof_g.wav","fool_eng","German",3.813638475,"o","bilabial"
"258","5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fun_eng","German",4.39982718,"schwa","fricative"
"259","5c2fae74d76cde0001c11590","stim/peuf_g.wav","su_span","German",3.068116647,"y","bilabial"
"260","5c2fae74d76cde0001c11590","stim/pief_g.wav","feel_eng","German",3.385183546,"i","bilabial"
"261","5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fun_eng","German",3.917378743,"schwa","bilabial"
"262","5c2fae74d76cde0001c11590","stim/fief_g.wav","feel_eng","German",3.905226531,"i","fricative"
"263","5c2fae74d76cde0001c11590","stim/feuf_g.wav","su_span","German",2.659739459,"y","fricative"
"264","5c2fae74d76cde0001c11590","stim/fof_g.wav","fool_eng","German",3.444308528,"o","fricative"
